1706151123.067449, [ALERT] HIGH GPU usage, 53.944085663687034
1706151128.071443, [ALERT] HIGH GPU usage, 61.62007138640586
1706151133.075553, [ALERT] HIGH GPU usage, 68.01672615533822
1706151138.079716, [ALERT] HIGH GPU usage, 73.34727179611518
1706151143.083754, [ALERT] HIGH GPU usage, 77.78939316342931
1706151148.08769, [ALERT] HIGH GPU usage, 81.49116096952443
1706151153.091726, [ALERT] HIGH GPU usage, 84.57596747460369
1706151158.096324, [ALERT] HIGH GPU usage, 87.14663956216975
1706151163.099932, [ALERT] HIGH GPU usage, 89.28886630180813
1706151168.103797, [ALERT] HIGH GPU usage, 91.07405525150676
1706151173.107974, [ALERT] HIGH GPU usage, 92.56171270958896
1706151178.111885, [ALERT] HIGH GPU usage, 93.80142725799081
1706151183.116006, [ALERT] HIGH GPU usage, 94.83452271499235
1706151188.119685, [ALERT] HIGH GPU usage, 95.69543559582695
1706151193.124015, [ALERT] HIGH GPU usage, 96.41286299652245
1706151198.127527, [ALERT] HIGH GPU usage, 97.0107191637687
1706151203.131633, [ALERT] HIGH GPU usage, 97.50893263647393
1706151208.135994, [ALERT] Very HIGH CPU usage, 97.92411053039496
1706151213.139589, [ALERT] Very HIGH CPU usage, 98.27009210866245
1706151218.144141, [ALERT] Very HIGH CPU usage, 98.55841009055206
1706151223.148051, [ALERT] Very HIGH CPU usage, 98.79867507546004
1706151228.151994, [ALERT] Very HIGH CPU usage, 98.99889589621671
1706151233.155482, [ALERT] Very HIGH CPU usage, 99.16574658018058
1706151238.160334, [ALERT] Very HIGH CPU usage, 99.30478881681717
1706151243.164039, [ALERT] Very HIGH CPU usage, 99.42065734734763
1706151248.167492, [ALERT] Very HIGH CPU usage, 99.51721445612301
1706151253.171768, [ALERT] Very HIGH CPU usage, 99.59767871343584
1706151258.175961, [ALERT] Very HIGH CPU usage, 99.66473226119655
1706151263.17975, [ALERT] Very HIGH CPU usage, 99.72061021766379
1706151268.184179, [ALERT] Very HIGH CPU usage, 99.7671751813865
1706151273.187841, [ALERT] Very HIGH CPU usage, 99.80597931782208
1706151278.192216, [ALERT] Very HIGH CPU usage, 99.83831609818506
1706151283.195957, [ALERT] Very HIGH CPU usage, 99.86526341515423
1706151288.199759, [ALERT] Very HIGH CPU usage, 99.88771951262854
1706151293.204027, [ALERT] Very HIGH CPU usage, 99.90643292719045
1706151298.210615, [ALERT] HIGH GPU usage, 94.6220274393254
1706151303.216379, [ALERT] HIGH GPU usage, 78.91835619943782
1706151308.222104, [ALERT] HIGH GPU usage, 65.81529683286486
1706151313.229311, [ALERT] HIGH GPU usage, 54.92941402738739